sexo,qtd_filhos,tipo_renda_assalariado,tipo_renda_servidor_publico,educacao_secundario,educacao_superior_incompleto,estado_civil_casado,estado_civil_solteiro,idade,tempo_emprego,qt_pessoas_residencia,predicted_income,credit_limit,card_class,loan_granted
1,0,0,0,1,0,1,0,64,,2.0,4827.252950138516,6000,gold,36000
1,0,0,1,1,0,1,0,48,2.8,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,0,0,0,1,25,3.0493150684931507,1.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,51,33.33972602739726,2.0,8336.886324503303,15000,black,72000
1,0,0,0,0,0,1,0,44,1.0904109589041096,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,0,1,47,4.553424657534245,1.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,0,1,39,1.180821917808219,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,0,1,25,5.832876712328768,1.0,8037.628646934461,15000,black,72000
1,0,1,0,0,0,1,0,58,4.1643835616438345,2.0,4827.252950138516,6000,gold,36000
1,2,1,0,0,0,0,0,35,13.186301369863012,4.0,15802.01258793967,unlimited,black,150000
0,0,1,0,0,0,1,0,56,1.7150684931506852,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,1,0,57,24.03287671232877,2.0,8336.886324503303,15000,black,72000
0,0,0,0,0,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,59,,2.0,3521.75081922017,6000,gold,36000
0,2,1,0,0,0,1,0,35,13.635616438356164,4.0,5063.104048582998,8500,platinum,54000
1,0,1,0,1,0,1,0,48,4.767123287671233,2.0,8037.628646934461,15000,black,72000
0,0,1,0,0,0,0,1,56,10.868493150684932,1.0,5063.104048582998,8500,platinum,54000
1,0,1,0,1,0,1,0,50,1.263013698630137,2.0,4827.252950138516,6000,gold,36000
0,2,1,0,0,0,1,0,35,12.758904109589038,4.0,5063.104048582998,8500,platinum,54000
0,0,0,1,0,0,0,0,51,7.104109589041097,1.0,3521.75081922017,6000,gold,36000
0,2,1,0,1,0,1,0,33,6.468493150684933,4.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,24,1.868493150684932,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,1,0,27,4.676712328767123,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,38,0.7150684931506849,3.0,2816.7353803975325,6000,gold,36000
0,0,0,1,1,0,0,1,63,14.895890410958906,1.0,6118.0007082153,8500,platinum,54000
1,0,0,0,0,0,0,1,32,2.5534246575342467,1.0,4827.252950138516,6000,gold,36000
1,2,1,0,0,0,1,0,36,6.786301369863014,4.0,8037.628646934461,15000,black,72000
1,0,1,0,0,0,0,0,52,10.47945205479452,1.0,10744.083531914897,20000,black,100000
1,0,1,0,1,0,1,0,58,14.936986301369863,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,0,0,1,0,35,1.180821917808219,2.0,2816.7353803975325,6000,gold,36000
0,0,0,1,0,0,1,0,53,34.649315068493145,2.0,17228.385428571433,unlimited,black,150000
0,0,1,0,0,0,1,0,45,1.6410958904109592,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,36,8.638356164383561,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,34,5.597260273972603,2.0,3521.75081922017,6000,gold,36000
0,3,0,0,0,1,1,0,33,6.0465753424657525,5.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,2,0,0,1,0,1,0,60,,4.0,3521.75081922017,6000,gold,36000
1,0,0,0,0,0,1,0,38,13.295890410958906,2.0,15802.01258793967,unlimited,black,150000
0,0,1,0,0,0,1,0,50,5.887671232876714,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,47,3.2931506849315078,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,0,0,0,61,8.136986301369863,1.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,1,0,56,25.81369863013699,2.0,8336.886324503303,15000,black,72000
0,2,0,1,0,0,1,0,31,4.72876712328767,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,62,,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,1,0,1,0,29,4.057534246575343,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,30,7.432876712328768,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,50,24.093150684931512,2.0,8336.886324503303,15000,black,72000
0,2,0,0,0,0,1,0,36,3.627397260273973,4.0,3521.75081922017,6000,gold,36000
1,1,1,0,0,0,1,0,43,2.643835616438356,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,57,3.1643835616438367,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,1,1,0,46,7.361643835616437,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,31,1.4109589041095891,2.0,2816.7353803975325,6000,gold,36000
1,2,1,0,1,0,0,0,35,13.186301369863012,4.0,15802.01258793967,unlimited,black,150000
0,0,0,0,0,0,0,0,60,,1.0,3521.75081922017,6000,gold,36000
1,2,1,0,1,0,1,0,49,3.016438356164384,4.0,4827.252950138516,6000,gold,36000
0,1,0,1,0,1,0,0,29,9.780821917808217,3.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,0,0,53,33.78630136986301,1.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,0,0,63,9.265753424657532,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,37,15.035616438356165,2.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,0,0,53,0.7616438356164383,1.0,2816.7353803975325,6000,gold,36000
1,2,0,0,0,0,1,0,42,7.887671232876714,4.0,8037.628646934461,15000,black,72000
0,0,0,1,1,0,1,0,49,7.526027397260274,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,56,15.6986301369863,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,0,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,48,21.18904109589041,2.0,8336.886324503303,15000,black,72000
0,0,0,0,0,0,1,0,64,,2.0,3521.75081922017,6000,gold,36000
1,1,0,0,1,0,0,0,37,3.8904109589041096,3.0,4827.252950138516,6000,gold,36000
1,0,0,0,0,0,1,0,49,1.5534246575342463,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,61,,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,31,4.427397260273971,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,51,14.643835616438356,2.0,5063.104048582998,8500,platinum,54000
0,1,0,1,0,0,1,0,46,1.1150684931506851,3.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,0,1,63,,1.0,3521.75081922017,6000,gold,36000
1,1,0,0,0,0,1,0,29,6.802739726027397,3.0,8037.628646934461,15000,black,72000
0,1,1,0,0,0,1,0,26,7.884931506849315,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,0,0,40,8.605479452054794,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,33,7.128767123287672,2.0,8037.628646934461,15000,black,72000
1,1,1,0,0,0,1,0,47,3.1150684931506847,3.0,4827.252950138516,6000,gold,36000
1,0,0,1,0,0,1,0,45,1.295890410958904,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,63,12.438356164383562,2.0,6118.0007082153,8500,platinum,54000
1,2,0,0,0,0,1,0,45,11.183561643835615,4.0,15802.01258793967,unlimited,black,150000
0,2,0,0,0,1,1,0,26,2.180821917808219,4.0,2816.7353803975325,6000,gold,36000
0,1,0,0,1,0,1,0,42,6.216438356164384,3.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,1,0,30,5.153424657534247,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,48,1.6986301369863013,2.0,2816.7353803975325,6000,gold,36000
0,0,0,1,0,0,1,0,57,10.36986301369863,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,0,1,30,4.438356164383562,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,43,3.8301369863013695,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,39,6.638356164383563,2.0,3521.75081922017,6000,gold,36000
1,2,0,0,1,0,1,0,34,0.6191780821917808,4.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,55,8.471232876712326,2.0,3521.75081922017,6000,gold,36000
1,2,1,0,1,0,1,0,45,0.9095890410958904,4.0,4827.252950138516,6000,gold,36000
0,3,1,0,1,0,1,0,29,4.635616438356164,5.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,0,1,46,24.64383561643836,1.0,8336.886324503303,15000,black,72000
0,0,1,0,0,0,1,0,35,2.2,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,58,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,1,0,39,3.9315068493150687,3.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,32,8.947945205479453,3.0,3521.75081922017,6000,gold,36000
0,2,1,0,0,0,1,0,39,19.36438356164384,4.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,1,0,44,1.6,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,66,11.96986301369863,1.0,5063.104048582998,8500,platinum,54000
0,0,0,0,0,0,1,0,35,5.6,2.0,3521.75081922017,6000,gold,36000
0,2,1,0,0,0,1,0,38,5.175342465753425,4.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,0,0,22,2.032876712328767,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,40,13.873972602739729,2.0,5063.104048582998,8500,platinum,54000
0,0,1,0,0,0,1,0,37,3.1178082191780816,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,1,0,43,0.4301369863013699,2.0,2816.7353803975325,6000,gold,36000
0,1,1,0,1,0,0,1,46,22.80821917808219,2.0,8336.886324503303,15000,black,72000
1,0,0,1,0,1,0,1,24,4.413698630136986,1.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,0,0,27,0.2876712328767123,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,0,1,0,56,6.358904109589042,2.0,3521.75081922017,6000,gold,36000
0,2,1,0,0,0,1,0,30,6.27123287671233,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,51,26.70684931506849,2.0,8336.886324503303,15000,black,72000
0,0,0,0,0,0,0,0,63,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,53,,2.0,3521.75081922017,6000,gold,36000
0,2,1,0,0,0,1,0,38,3.8054794520547945,4.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,0,0,41,4.178082191780821,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,46,19.9013698630137,2.0,8336.886324503303,15000,black,72000
0,0,0,1,0,0,0,1,54,2.684931506849315,1.0,2816.7353803975325,6000,gold,36000
1,1,1,0,1,0,1,0,43,13.334246575342464,3.0,15802.01258793967,unlimited,black,150000
1,0,0,0,1,0,1,0,58,,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,29,1.1287671232876713,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,0,0,0,1,49,7.701369863013697,1.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,0,0,35,12.936986301369863,1.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,1,0,55,8.471232876712326,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,54,2.0356164383561643,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,1,31,6.545205479452054,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,1,1,0,32,12.556164383561644,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,0,0,0,1,28,4.353424657534247,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,51,25.54794520547945,2.0,8336.886324503303,15000,black,72000
0,0,0,0,1,0,1,0,61,,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,47,12.463013698630135,3.0,15802.01258793967,unlimited,black,150000
0,1,1,0,0,0,0,0,36,12.183561643835615,2.0,5063.104048582998,8500,platinum,54000
0,0,1,0,0,0,1,0,54,11.208219178082194,2.0,5063.104048582998,8500,platinum,54000
1,3,1,0,1,0,1,0,32,2.0136986301369864,5.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,1,50,13.550684931506847,1.0,5063.104048582998,8500,platinum,54000
0,1,1,0,1,0,1,0,44,10.12054794520548,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,43,2.632876712328767,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,1,0,53,2.350684931506849,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,1,0,1,0,46,8.06027397260274,2.0,8037.628646934461,15000,black,72000
1,1,0,0,1,0,1,0,32,1.5972602739726027,3.0,4827.252950138516,6000,gold,36000
0,2,0,0,0,0,1,0,42,6.019178082191781,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,59,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,49,1.2876712328767124,2.0,2816.7353803975325,6000,gold,36000
0,2,1,0,1,0,1,0,37,1.0356164383561643,4.0,2816.7353803975325,6000,gold,36000
1,1,0,0,0,0,1,0,32,1.9616438356164383,3.0,4827.252950138516,6000,gold,36000
0,0,0,1,0,0,1,0,45,0.4931506849315068,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,1,0,42,15.068493150684931,2.0,6118.0007082153,8500,platinum,54000
1,1,1,0,1,0,1,0,44,3.994520547945205,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,27,4.515068493150685,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,45,11.865753424657536,2.0,15802.01258793967,unlimited,black,150000
0,0,1,0,1,0,0,0,53,6.701369863013697,1.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,30,3.797260273972603,2.0,4827.252950138516,6000,gold,36000
1,2,0,0,1,0,1,0,40,1.4328767123287671,4.0,4827.252950138516,6000,gold,36000
1,2,1,0,0,0,1,0,40,6.06027397260274,1.0,8037.628646934461,15000,black,72000
1,2,1,0,0,0,0,0,45,8.46027397260274,4.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,48,4.7095890410958905,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,1,1,0,32,2.4465753424657533,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,43,4.178082191780821,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,0,1,63,8.772602739726027,1.0,3521.75081922017,6000,gold,36000
1,2,1,0,1,0,1,0,39,14.6,4.0,15802.01258793967,unlimited,black,150000
1,0,1,0,1,0,1,0,27,5.578082191780823,2.0,8037.628646934461,15000,black,72000
0,0,0,0,0,0,1,0,44,0.8465753424657534,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,46,4.454794520547946,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,65,,1.0,3521.75081922017,6000,gold,36000
0,3,0,0,1,0,1,0,45,1.1287671232876713,5.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,57,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,57,,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,61,,2.0,4827.252950138516,6000,gold,36000
1,0,0,0,0,0,1,0,63,,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,0,1,30,1.4328767123287671,1.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,1,0,54,12.194520547945206,2.0,5063.104048582998,8500,platinum,54000
1,0,1,0,1,0,1,0,59,8.219178082191782,2.0,8037.628646934461,15000,black,72000
0,0,0,0,0,0,0,0,67,,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,0,0,0,1,39,3.515068493150685,1.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,43,4.178082191780821,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,61,40.57534246575342,2.0,17228.385428571433,unlimited,black,150000
0,2,0,1,1,0,1,0,33,5.435616438356163,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,0,1,27,1.3232876712328767,1.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,0,1,0,27,1.2602739726027397,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,1,0,44,4.049315068493152,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,34,8.479452054794521,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,0,0,50,4.931506849315068,1.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,49,28.394520547945213,2.0,8336.886324503303,15000,black,72000
0,2,1,0,1,0,0,1,33,10.186301369863012,3.0,3521.75081922017,6000,gold,36000
1,2,0,0,0,0,1,0,40,19.06027397260274,4.0,38296.74249999999,unlimited,black,150000
0,3,1,0,0,0,1,0,40,4.216438356164384,5.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,44,12.435616438356163,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,0,0,0,0,64,,1.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,0,1,27,0.5178082191780822,1.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,29,4.095890410958904,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,0,1,51,10.178082191780822,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,46,6.238356164383561,2.0,3521.75081922017,6000,gold,36000
1,0,0,1,1,0,0,1,28,5.457534246575341,1.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,0,1,63,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,54,15.136986301369864,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,50,1.2082191780821918,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,0,0,1,0,44,8.523287671232877,2.0,8037.628646934461,15000,black,72000
0,0,1,0,0,0,1,0,33,3.4301369863013704,2.0,2816.7353803975325,6000,gold,36000
0,1,0,0,0,0,1,0,45,6.090410958904108,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,64,1.2849315068493148,2.0,2816.7353803975325,6000,gold,36000
1,1,1,0,1,0,1,0,30,1.3917808219178085,3.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,0,46,9.128767123287671,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,61,5.956164383561643,2.0,8037.628646934461,15000,black,72000
0,1,1,0,0,0,1,0,58,39.65205479452055,3.0,17228.385428571433,unlimited,black,150000
1,1,1,0,0,1,1,0,37,15.449315068493153,3.0,15802.01258793967,unlimited,black,150000
1,0,1,0,0,0,0,1,35,11.854794520547946,1.0,15802.01258793967,unlimited,black,150000
0,0,0,0,0,0,1,0,40,3.895890410958904,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,37,5.298630136986302,2.0,3521.75081922017,6000,gold,36000
1,2,1,0,0,1,1,0,38,0.7205479452054795,4.0,4827.252950138516,6000,gold,36000
0,1,1,0,0,0,0,0,36,3.5534246575342467,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,57,4.865753424657535,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,1,0,56,25.81369863013699,2.0,8336.886324503303,15000,black,72000
0,0,0,0,0,0,1,0,56,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,46,2.797260273972603,2.0,2816.7353803975325,6000,gold,36000
1,3,1,0,0,0,1,0,38,0.8986301369863013,5.0,4827.252950138516,6000,gold,36000
0,1,1,0,0,0,1,0,32,10.671232876712333,3.0,5063.104048582998,8500,platinum,54000
1,0,0,0,1,0,1,0,57,,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,0,0,47,13.221917808219178,1.0,5063.104048582998,8500,platinum,54000
0,0,0,0,0,0,1,0,62,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,38,3.849315068493152,2.0,3521.75081922017,6000,gold,36000
1,2,1,0,0,0,1,0,50,15.54246575342466,4.0,15802.01258793967,unlimited,black,150000
0,0,1,0,0,1,0,1,31,5.4301369863013695,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,45,,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,52,4.139726027397259,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,0,0,36,12.183561643835615,2.0,5063.104048582998,8500,platinum,54000
1,0,1,0,1,0,1,0,36,4.975342465753425,2.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,0,1,46,1.3452054794520547,1.0,2816.7353803975325,6000,gold,36000
1,0,0,0,0,0,0,0,35,0.8575342465753425,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,1,0,1,0,46,0.96986301369863,2.0,4827.252950138516,6000,gold,36000
0,0,0,1,1,0,1,0,56,25.81369863013699,2.0,8336.886324503303,15000,black,72000
0,0,0,0,1,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,55,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,0,0,38,8.695890410958905,1.0,8037.628646934461,15000,black,72000
1,0,0,0,0,0,1,0,39,12.693150684931505,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,1,0,1,0,63,,2.0,3521.75081922017,6000,gold,36000
0,2,0,1,1,0,1,0,34,12.194520547945206,4.0,6118.0007082153,8500,platinum,54000
0,0,0,0,0,0,1,0,48,11.558904109589042,2.0,6118.0007082153,8500,platinum,54000
1,0,0,0,1,0,1,0,45,4.509589041095889,2.0,4827.252950138516,6000,gold,36000
1,0,0,0,0,1,1,0,39,11.356164383561644,2.0,15802.01258793967,unlimited,black,150000
1,0,1,0,0,0,1,0,44,12.441095890410958,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,1,0,1,0,61,,2.0,3521.75081922017,6000,gold,36000
0,1,0,1,1,0,0,0,30,6.887671232876714,3.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,55,7.687671232876712,2.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,44,1.8465753424657527,2.0,2816.7353803975325,6000,gold,36000
0,1,1,0,0,0,1,0,28,1.5972602739726027,3.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,0,0,25,0.9287671232876712,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,0,1,0,64,1.2849315068493148,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,0,1,41,1.2986301369863014,1.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,45,9.610958904109587,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,59,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,60,0.4602739726027397,1.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,0,1,0,51,33.33972602739726,2.0,8336.886324503303,15000,black,72000
1,0,1,0,1,0,1,0,44,23.04383561643836,2.0,38296.74249999999,unlimited,black,150000
0,0,1,0,1,0,1,0,66,8.372602739726027,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,46,5.265753424657534,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,46,6.238356164383561,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,0,0,1,0,54,13.624657534246571,2.0,6118.0007082153,8500,platinum,54000
0,1,0,1,0,0,1,0,38,6.849315068493151,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,65,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,0,1,44,5.967123287671233,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,37,3.1589041095890407,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,0,61,,2.0,3521.75081922017,6000,gold,36000
0,4,0,0,1,0,1,0,47,20.30958904109589,6.0,8336.886324503303,15000,black,72000
0,1,0,0,0,0,0,0,41,21.86027397260274,2.0,8336.886324503303,15000,black,72000
1,1,1,0,0,0,1,0,35,2.9534246575342467,3.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,1,58,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,51,4.594520547945206,1.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,1,1,0,32,7.561643835616437,3.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,53,7.884931506849315,3.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,1,0,45,8.76986301369863,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,1,1,0,51,32.750684931506854,2.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,0,1,54,0.3452054794520548,1.0,2816.7353803975325,6000,gold,36000
1,0,0,0,0,0,0,0,53,,2.0,4827.252950138516,6000,gold,36000
1,1,0,0,1,0,1,0,29,7.024657534246575,3.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,64,,2.0,3521.75081922017,6000,gold,36000
1,1,0,1,0,0,1,0,31,8.671232876712331,3.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,28,2.010958904109589,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,1,0,47,3.2931506849315078,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,0,0,32,13.210958904109589,1.0,6118.0007082153,8500,platinum,54000
0,0,0,0,1,0,1,0,50,19.30958904109589,2.0,8336.886324503303,15000,black,72000
1,0,0,0,0,0,0,0,28,2.654794520547945,2.0,4827.252950138516,6000,gold,36000
1,2,1,0,1,0,0,0,38,4.454794520547946,3.0,4827.252950138516,6000,gold,36000
1,1,1,0,1,0,1,0,28,6.164383561643835,3.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,47,4.895890410958904,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,53,2.8027397260273967,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,0,0,0,1,28,0.6328767123287671,1.0,4827.252950138516,6000,gold,36000
1,0,1,0,0,0,0,0,32,8.471232876712326,2.0,8037.628646934461,15000,black,72000
0,0,0,1,0,0,0,0,45,7.534246575342466,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,0,0,66,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,42,4.046575342465753,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,42,12.852054794520548,3.0,5063.104048582998,8500,platinum,54000
0,1,1,0,1,0,1,0,48,4.304109589041096,3.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,1,0,54,31.227397260273968,2.0,8336.886324503303,15000,black,72000
1,0,1,0,1,0,1,0,34,2.128767123287671,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,51,1.8794520547945208,2.0,2816.7353803975325,6000,gold,36000
0,1,0,0,1,0,1,0,41,0.7890410958904109,3.0,2816.7353803975325,6000,gold,36000
